1,0,1,0.28795853,-0.008604,0.27935454,0.2151,-0.21428075
1,0,2,0.29006192,-0.00974,0.28032193,0.2435,0.017983628
1,0,3,0.29151455,-0.008936,0.28257856,0.2234,0.12933886
1,0,4,0.2976024,-0.009556,0.2880464,0.2389,-0.04256111
1,0,5,0.2951451,-0.009844,0.2853011,0.2461,0.038419317
1,0,6,0.30034116,-0.0113,0.28904116,0.2825,-0.05098955
1,0,7,0.28853548,-0.008988000000000001,0.27954748,0.2247,0.052254304
1,0,8,0.2963394,-0.010672,0.2856674,0.2668,-0.07215129
1,0,9,0.2979119,-0.011184000000000001,0.2867279,0.2796,-0.04056011
1,0,10,0.29052296,-0.009496000000000001,0.28102696,0.2374,-0.14244547
1,0,11,0.30384457,-0.00984,0.29400456,0.246,-0.0045042923
1,0,12,0.30367157,-0.009392000000000001,0.29427958,0.2348,0.053413954
1,0,13,0.29787174,-0.009416,0.28845572,0.2354,0.00993643
1,0,14,0.29551098,-0.009812,0.28569898,0.2453,0.21121167
1,0,15,0.29321787,-0.0092,0.28401786,0.23,0.03465201
1,1,1,0.2303834,-0.008424000000000001,0.2219594,0.2106,-0.061096065
1,1,2,0.22461626,-0.009724,0.21489225,0.2431,-0.03583669
1,1,3,0.22071937,-0.010176000000000001,0.21054336,0.2544,0.08056089
1,1,4,0.22044617,-0.010152000000000001,0.21029417,0.2538,-0.18197012
1,1,5,0.21019854,-0.009568,0.20063053,0.2392,0.11095026
1,1,6,0.2305307,-0.008196,0.2223347,0.2049,-0.08065544
1,1,7,0.22796611,-0.010591999999999999,0.21737412,0.2648,-0.18961908
1,1,8,0.20780955,-0.010808,0.19700155,0.2702,0.083424196
1,1,9,0.21753098,-0.009724,0.20780697,0.2431,0.007004449
1,1,10,0.2229012,-0.009704,0.2131972,0.2426,0.086685225
1,1,11,0.22053064,-0.010544,0.20998664,0.2636,-0.046150465
1,1,13,0.23624983,-0.008808,0.22744183,0.2202,-0.0019464947
1,1,14,0.21794583,-0.010400000000000001,0.20754583,0.26,0.07358771
1,1,15,0.20549414,-0.010124,0.19537014,0.2531,0.15938517
1,2,1,0.20486458,-0.011412,0.19345258,0.2853,0.12764923
1,2,2,0.2137829,-0.010152000000000001,0.20363091,0.2538,-0.14265923
1,2,3,0.21442637,-0.009584,0.20484237,0.2396,0.10178567
1,2,4,0.20692764,-0.009684,0.19724365,0.2421,-0.031083908
1,2,5,0.20674326,-0.010036000000000002,0.19670725,0.2509,0.046805594
1,2,6,0.19068925,-0.009416,0.18127325,0.2354,-0.024186794
1,2,7,0.21679717,-0.009556,0.20724118,0.2389,-0.033939317
1,2,8,0.2149126,-0.010764000000000001,0.20414859,0.2691,-0.015198635
1,2,9,0.20782764,-0.009616,0.19821164,0.2404,-0.028329225
1,2,10,0.2037146,-0.009516,0.1941986,0.2379,-0.24608625
1,2,11,0.1891305,-0.009952,0.1791785,0.2488,-0.05374856
1,2,14,0.18786858,-0.009684,0.17818458,0.2421,-0.031888206
1,2,15,0.20555131,-0.009136,0.1964153,0.2284,0.10154029
1,3,1,0.19872916,-0.009792,0.18893716,0.2448,0.08903099
1,3,2,0.18788318,-0.010456000000000002,0.17742719,0.2614,0.04558378
1,3,3,0.19781497,-0.008968,0.18884698,0.2242,0.045304425
1,3,4,0.19433787,-0.010320000000000001,0.18401788,0.258,0.06788068
1,3,5,0.18318625,-0.010096,0.17309025,0.2524,-0.07246721
1,3,6,0.18116257,-0.009948,0.17121457,0.2487,-0.000713305
1,3,8,0.18274589,-0.009264,0.17348188,0.2316,0.029225769
1,3,9,0.18105441,-0.009732,0.17132242,0.2433,0.014242914
1,3,10,0.20175697,-0.009316,0.19244097,0.2329,-0.10891988
1,3,11,0.18537249,-0.010168,0.17520449,0.2542,0.08236775
1,3,14,0.18969426,-0.009056,0.18063825,0.2264,0.012765391
1,3,15,0.19539395,-0.009644,0.18574995,0.2411,0.10715397
1,4,1,0.16683207,-0.010136000000000001,0.15669608,0.2534,0.07468768
1,4,2,0.19799815,-0.009808,0.18819015,0.2452,-0.100157976
1,4,3,0.17305759,-0.009892,0.16316558,0.2473,-0.02584255
1,4,4,0.1568091,-0.009464,0.14734511,0.2366,0.12466414
1,4,5,0.17325981,-0.009068000000000001,0.16419181,0.2267,0.01215222
1,4,6,0.16776998,-0.009744000000000001,0.15802598,0.2436,0.074965134
1,4,8,0.18373442,-0.010192000000000001,0.17354241,0.2548,0.1459434
1,4,9,0.16698906,-0.010860000000000002,0.15612906,0.2715,0.026587352
1,4,11,0.16589788,-0.010027999999999999,0.15586987,0.2507,0.0039707692
1,4,14,0.18079628,-0.00946,0.17133628,0.2365,0.08325531
1,4,15,0.18189962,-0.011276,0.17062362,0.2819,0.022676824
1,5,1,0.17273685,-0.009704,0.16303286,0.2426,0.022375776
1,5,3,0.15418874,-0.0091,0.14508873,0.2275,-0.014978938
1,5,4,0.16698022,-0.008776,0.15820423,0.2194,-0.025014134
1,5,5,0.16675325,-0.009468,0.15728524,0.2367,-0.012901097
1,5,6,0.16584553,-0.010156,0.15568952,0.2539,0.08235958
1,5,8,0.1754488,-0.009292,0.1661568,0.2323,0.14689802
1,5,9,0.17134272,-0.0097,0.16164272,0.2425,-0.039977875
1,5,11,0.16215476,-0.00978,0.15237476,0.2445,0.082532704
1,5,14,0.15358584,-0.009712,0.14387384,0.2428,0.04454718
1,5,15,0.17171349,-0.009572,0.16214149,0.2393,0.055700123
1,6,1,0.14899407,-0.00964,0.13935408,0.241,0.14223619
1,6,3,0.14956364,-0.009372,0.14019164,0.2343,0.114700355
1,6,4,0.14761655,-0.009476,0.13814054,0.2369,0.20200256
1,6,5,0.14304553,-0.010308,0.13273753,0.2577,0.13048987
